Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
896,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
897,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
898,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
899,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
900,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
901,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
902,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
903,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
904,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
905,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
906,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
907,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
908,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
909,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
910,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
911,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
912,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
913,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
914,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
915,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
916,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
917,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
918,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
919,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
920,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
921,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
922,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
923,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
924,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
925,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
926,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
927,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
928,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
929,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
930,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
931,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
932,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
933,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
934,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
935,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
936,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
937,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
938,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
939,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
940,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
941,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
942,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
943,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
944,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
945,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
946,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
947,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
948,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
949,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
950,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
951,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
952,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
953,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
954,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
955,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
956,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
957,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
958,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
959,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
960,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
961,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
962,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
963,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
964,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
965,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
966,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
967,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
968,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
969,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
970,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
971,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
972,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
973,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
974,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
975,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
976,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
977,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
978,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
979,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
980,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
981,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
982,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
983,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
984,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
985,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
986,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
987,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
988,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
989,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
990,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
991,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
992,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
993,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
994,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
995,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
996,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
997,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
998,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
999,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
1000,1.42633e-41,0.0940509,5000,1,7,1,0,0,0
